Date,Country,Status,AQI Value
2023-07-06,Bosnia and Herzegovina,Moderate,76
2023-07-06,Brazil,Unhealthy for Sensitive Groups,120
2023-07-06,Brunei,Good,10
2023-07-06,Bulgaria,Good,26
2023-07-06,Burkina Faso,Moderate,100
2023-07-06,Cambodia,Good,48
2023-07-06,Canada,Moderate,79
2023-07-06,Cape Verde,Good,47
2023-07-06,Cayman Islands,Good,1
2023-07-06,Chile,Unhealthy,175
2023-07-06,China,Unhealthy for Sensitive Groups,136
2023-07-06,Colombia,Moderate,61
2023-07-06,Costa Rica,Good,20
2023-07-06,Croatia,Good,17
2023-07-06,Cyprus,Moderate,78
2023-07-06,Czech Republic,Moderate,58
2023-07-06,Denmark,Good,16
2023-07-06,Dominican Republic,Good,49
2023-07-06,Ecuador,Good,39
2023-07-06,Egypt,Moderate,90
2023-07-06,El Salvador,Moderate,75
2023-07-06,Estonia,Good,17
2023-07-06,Ethiopia,Unhealthy for Sensitive Groups,144
2023-07-06,Finland,Good,29
2023-07-06,France,Moderate,52
2023-07-06,French Guiana,Good,7
2023-07-06,Gabon,Unhealthy for Sensitive Groups,137
2023-07-06,Georgia,Good,44
2023-07-06,Germany,Good,44
2023-07-06,Ghana,Moderate,57
2023-07-06,Gibraltar,Moderate,52
2023-07-06,Greece,Moderate,51
2023-07-06,Grenada,Good,40
2023-07-06,Guadeloupe,Good,29
2023-07-06,Guam,Good,2
2023-07-06,Guatemala,Moderate,59
2023-07-06,Honduras,Good,23
2023-07-06,Hong Kong,Good,39
2023-07-06,Iceland,Good,7
2023-07-06,India,Unhealthy,158
2023-07-06,Indonesia,Moderate,93
2023-07-06,Iran,Unhealthy,175
2023-07-06,Ireland,Good,17
2023-07-06,Israel,Moderate,70
2023-07-06,Italy,Good,48
2023-07-06,Ivory Coast,Good,21
2023-07-06,Japan,Unhealthy for Sensitive Groups,106
2023-07-06,Jersey,Good,35
2023-07-06,Jordan,Good,34
2023-07-06,Kazakhstan,Very Unhealthy,226
2023-07-06,Kenya,Moderate,87
2023-07-06,Kosovo,Good,29
2023-07-06,Kuwait,Moderate,96
2023-07-06,Kyrgyzstan,Good,43
2023-07-06,Laos,Good,28
2023-07-06,Latvia,Good,21
2023-07-06,Lebanon,Moderate,92
2023-07-06,Liberia,Good,39
2023-07-06,Liechtenstein,Good,25
2023-07-06,Lithuania,Moderate,54
2023-07-06,Luxembourg,Good,33
2023-07-06,Macao,Good,38
2023-07-06,Macedonia,Good,32
2023-07-06,Madagascar,Moderate,67
2023-07-06,Malaysia,Moderate,62
2023-07-06,Malta,Moderate,56
2023-07-06,Martinique,Moderate,75
2023-07-06,Mexico,Unhealthy for Sensitive Groups,120
2023-07-06,Moldova,Good,22
2023-07-06,Monaco,Good,33
2023-07-06,Mongolia,Moderate,54
2023-07-06,Montenegro,Good,40
2023-07-06,Myanmar,Good,36
2023-07-06,Nepal,Moderate,59
2023-07-06,Netherlands,Good,38
2023-07-06,New Caledonia,Good,29
2023-07-06,New Zealand,Good,40
2023-07-06,Nigeria,Unhealthy,178
2023-07-06,Norway,Good,29
2023-07-06,Pakistan,Moderate,64
2023-07-06,Palestinian Territory,Unhealthy for Sensitive Groups,123
2023-07-06,Peru,Good,46
2023-07-06,Philippines,Good,23
2023-07-06,Poland,Moderate,55
2023-07-06,Portugal,Good,13
2023-07-06,Puerto Rico,Moderate,58
2023-07-06,Qatar,Moderate,84
2023-07-06,Reunion,Good,22
2023-07-06,Romania,Moderate,67
2023-07-06,Russia,Moderate,91
2023-07-06,San Marino,Good,47
2023-07-06,Saudi Arabia,Moderate,65
2023-07-06,Senegal,Moderate,67
2023-07-06,Serbia,Moderate,80
2023-07-06,Singapore,Good,40
2023-07-06,Slovakia,Good,42
2023-07-06,Slovenia,Good,18
2023-07-06,South Africa,Unhealthy,182
2023-07-06,South Korea,Unhealthy for Sensitive Groups,113
2023-07-06,Spain,Moderate,86
2023-07-06,Sri Lanka,Good,40
2023-07-06,Sweden,Good,32
2023-07-06,Switzerland,Good,18
2023-07-06,Taiwan,Moderate,52
2023-07-06,Tajikistan,Moderate,79
2023-07-06,Thailand,Moderate,81
2023-07-06,Togo,Moderate,55
2023-07-06,Trinidad and Tobago,Moderate,73
2023-07-06,Turkey,Unhealthy,163
2023-07-06,Turkmenistan,Moderate,68
2023-07-06,Uganda,Unhealthy for Sensitive Groups,131
2023-07-06,Ukraine,Moderate,76
2023-07-06,United Arab Emirates,Moderate,90
2023-07-06,United Kingdom of Great Britain and Northern Ireland,Good,42
2023-07-06,United States of America,Moderate,91
2023-07-06,Uzbekistan,Moderate,82
2023-07-06,Vatican,Good,42
2023-07-06,Venezuela,Good,38
2023-07-06,Vietnam,Moderate,88
2023-07-06,Zambia,Moderate,70
2023-07-13,Albania,Good,19
2023-07-13,Algeria,Moderate,75
2023-07-13,Andorra,Good,31
2023-07-13,Angola,Unhealthy,154
2023-07-13,Argentina,Good,7
2023-07-13,Armenia,Good,37
2023-07-13,Australia,Moderate,52
2023-07-13,Austria,Good,19
2023-07-13,Azerbaijan,Good,30
2023-07-13,Bahrain,Unhealthy,185
2023-07-13,Bangladesh,Moderate,99
2023-07-13,Belarus,Good,34
2023-07-13,Belgium,Good,39
2023-07-13,Belize,Good,33
2023-07-13,Bermuda,Good,27
2023-07-13,Bolivia,Moderate,91
2023-07-13,Bosnia and Herzegovina,Moderate,65
2023-07-13,Brazil,Moderate,71
2023-07-13,Brunei,Good,10
2023-07-13,Bulgaria,Good,39
2023-07-13,Burkina Faso,Unhealthy for Sensitive Groups,121
2023-07-13,Cambodia,Good,2
2023-07-13,Canada,Unhealthy,156
2023-07-13,Cape Verde,Good,47
2023-07-13,Cayman Islands,Moderate,61
2023-07-13,Chile,Unhealthy,198
2023-07-13,China,Unhealthy for Sensitive Groups,134
2023-07-13,Colombia,Moderate,64
2023-07-13,Costa Rica,Good,9
2023-07-13,Croatia,Good,40
2023-07-13,Cyprus,Good,50
2023-07-13,Czech Republic,Moderate,60
2023-07-13,Denmark,Good,24
2023-07-13,Dominican Republic,Good,26
2023-07-13,Ecuador,Good,39
2023-07-13,Egypt,Good,29
2023-07-13,El Salvador,Moderate,91
2023-07-13,Estonia,Good,23
2023-07-13,Ethiopia,Unhealthy for Sensitive Groups,131
2023-07-13,Finland,Good,40
2023-07-13,France,Moderate,61
2023-07-13,French Guiana,Good,9
2023-07-13,Gabon,Unhealthy for Sensitive Groups,109
2023-07-13,Georgia,Good,37
2023-07-13,Germany,Good,39
2023-07-13,Ghana,Unhealthy for Sensitive Groups,147
2023-07-13,Gibraltar,Good,38
2023-07-13,Greece,Moderate,67
2023-07-13,Grenada,Good,28
2023-07-13,Guadeloupe,Good,28
2023-07-13,Guam,Good,3
2023-07-13,Guatemala,Good,31
2023-07-13,Honduras,Good,9
2023-07-13,Hong Kong,Good,46
2023-07-13,Iceland,Good,9
2023-07-13,India,Unhealthy,163
2023-07-13,Indonesia,Moderate,94
2023-07-13,Iran,Unhealthy,151
2023-07-13,Ireland,Good,19
2023-07-13,Israel,Moderate,66
2023-07-13,Italy,Moderate,68
2023-07-13,Ivory Coast,Good,50
2023-07-13,Japan,Moderate,76
2023-07-13,Jersey,Good,20
2023-07-13,Jordan,Good,36
2023-07-13,Kazakhstan,Very Unhealthy,219
2023-07-13,Kenya,Unhealthy for Sensitive Groups,102
2023-07-13,Kosovo,Good,40
2023-07-13,Kuwait,Unhealthy for Sensitive Groups,106
2023-07-13,Kyrgyzstan,Good,47
2023-07-13,Laos,Good,34
2023-07-13,Latvia,Good,16
2023-07-13,Lebanon,Moderate,90
2023-07-13,Liberia,Moderate,52
2023-07-13,Liechtenstein,Good,9
2023-07-13,Lithuania,Good,48
2023-07-13,Luxembourg,Good,33
2023-07-13,Macao,Good,46
2023-07-13,Macedonia,Moderate,55
2023-07-13,Madagascar,Good,42
2023-07-13,Malaysia,Moderate,55
2023-07-13,Malta,Moderate,58
2023-07-13,Martinique,Good,50
2023-07-13,Mexico,Moderate,80
2023-07-13,Moldova,Good,17
2023-07-13,Monaco,Moderate,64
2023-07-13,Mongolia,Moderate,62
2023-07-13,Montenegro,Good,48
2023-07-13,Myanmar,Good,42
2023-07-13,Nepal,Moderate,59
2023-07-13,Netherlands,Good,35
2023-07-13,New Caledonia,Good,25
2023-07-13,New Zealand,Good,48
2023-07-13,Nigeria,Unhealthy for Sensitive Groups,109
2023-07-13,Norway,Good,25
2023-07-13,Pakistan,Moderate,73
2023-07-13,Palestinian Territory,Good,39
2023-07-13,Peru,Good,48
2023-07-13,Philippines,Good,50
2023-07-13,Poland,Moderate,67
2023-07-13,Portugal,Good,24
2023-07-13,Puerto Rico,Good,13
2023-07-13,Qatar,Moderate,62
2023-07-13,Reunion,Good,23
2023-07-13,Romania,Moderate,83
2023-07-13,Russia,Moderate,68
2023-07-13,San Marino,Moderate,59
2023-07-13,Saudi Arabia,Good,46
2023-07-13,Senegal,Good,38
2023-07-13,Serbia,Moderate,65
2023-07-13,Singapore,Good,37
2023-07-13,Slovakia,Moderate,53
2023-07-13,Slovenia,Good,28
2023-07-13,South Africa,Unhealthy for Sensitive Groups,146
2023-07-13,South Korea,Moderate,70
2023-07-13,Spain,Moderate,83
2023-07-13,Sri Lanka,Good,42
2023-07-13,Sweden,Good,25
2023-07-13,Switzerland,Good,14
2023-07-13,Taiwan,Moderate,72
2023-07-13,Tajikistan,Moderate,100
2023-07-13,Thailand,Moderate,72
2023-07-13,Togo,Unhealthy for Sensitive Groups,129
2023-07-13,Trinidad and Tobago,Good,37
2023-07-13,Turkey,Unhealthy for Sensitive Groups,125
2023-07-13,Uganda,Unhealthy for Sensitive Groups,129
2023-07-13,Ukraine,Moderate,69
2023-07-13,United Arab Emirates,Moderate,89
2023-07-13,United Kingdom of Great Britain and Northern Ireland,Good,36
2023-07-13,United States of America,Moderate,86
2023-07-13,Uzbekistan,Moderate,92
2023-07-13,Vatican,Moderate,59
2023-07-13,Venezuela,Good,9
2023-07-13,Vietnam,Moderate,69
2023-07-13,Zambia,Moderate,63
2023-07-20,Albania,Good,19
2023-07-20,Algeria,Moderate,82
2023-07-20,Andorra,Good,48
2023-07-20,Angola,Unhealthy for Sensitive Groups,145
2023-07-20,Argentina,Good,41
2023-07-20,Armenia,Good,34
2023-07-20,Australia,Good,38
2023-07-20,Austria,Good,30
2023-07-20,Azerbaijan,Good,31
2023-07-20,Bangladesh,Unhealthy for Sensitive Groups,102
2023-07-20,Belarus,Good,30
2023-07-20,Belgium,Good,48
2023-07-20,Belize,Good,15
2023-07-20,Bermuda,Good,16
2023-07-20,Bolivia,Moderate,60
2023-07-20,Bosnia and Herzegovina,Moderate,59
2023-07-20,Brazil,Good,48
2023-07-20,Brunei,Good,13
2023-07-20,Bulgaria,Good,31
2023-07-20,Burkina Faso,Unhealthy for Sensitive Groups,123
2023-07-20,Cambodia,Good,13
2023-07-20,Canada,Unhealthy for Sensitive Groups,125
2023-07-20,Cape Verde,Moderate,57
2023-07-20,Cayman Islands,Good,14
2023-07-20,Chile,Unhealthy,196
2023-07-20,China,Unhealthy,158
2023-07-20,Colombia,Moderate,59
2023-07-20,Costa Rica,Good,11
2023-07-20,Croatia,Good,32
2023-07-20,Cyprus,Moderate,58
2023-07-20,Czech Republic,Moderate,57
2023-07-20,Denmark,Good,16
2023-07-20,Dominican Republic,Good,45
2023-07-20,Ecuador,Good,28
2023-07-20,Egypt,Unhealthy for Sensitive Groups,109
2023-07-20,El Salvador,Moderate,93
2023-07-20,Estonia,Good,16
2023-07-20,Ethiopia,Unhealthy,156
2023-07-20,Finland,Good,23
2023-07-20,France,Moderate,57
2023-07-20,French Guiana,Good,33
2023-07-20,Gabon,Moderate,79
2023-07-20,Georgia,Good,43
2023-07-20,Germany,Moderate,55
2023-07-20,Ghana,Moderate,70
2023-07-20,Gibraltar,Moderate,63
2023-07-20,Greece,Moderate,63
2023-07-20,Grenada,Good,6
2023-07-20,Guadeloupe,Good,44
2023-07-20,Guam,Good,1
2023-07-20,Guatemala,Good,38
2023-07-20,Honduras,Good,10
2023-07-20,Hong Kong,Good,34
2023-07-20,Iceland,Good,14
2023-07-20,India,Unhealthy for Sensitive Groups,139
2023-07-20,Indonesia,Moderate,89
2023-07-20,Iran,Unhealthy,186
2023-07-20,Ireland,Good,31
2023-07-20,Israel,Good,33
2023-07-20,Italy,Moderate,71
2023-07-20,Ivory Coast,Good,9
2023-07-20,Japan,Moderate,94
2023-07-20,Jersey,Moderate,55
2023-07-20,Jordan,Good,36
2023-07-20,Kazakhstan,Unhealthy,181
2023-07-20,Kenya,Moderate,88
2023-07-20,Kosovo,Good,38
2023-07-20,Kuwait,Moderate,88
2023-07-20,Kyrgyzstan,Good,47
2023-07-20,Laos,Good,43
2023-07-20,Latvia,Good,6
2023-07-20,Lebanon,Unhealthy for Sensitive Groups,113
2023-07-20,Liberia,Good,36
2023-07-20,Liechtenstein,Good,17
2023-07-20,Lithuania,Good,21
2023-07-20,Luxembourg,Good,49
2023-07-20,Macao,Good,50
2023-07-20,Macedonia,Moderate,53
2023-07-20,Madagascar,Moderate,84
2023-07-20,Malaysia,Moderate,59
2023-07-20,Malta,Moderate,82
2023-07-20,Martinique,Moderate,79
2023-07-20,Mexico,Moderate,86
2023-07-20,Moldova,Good,14
2023-07-20,Monaco,Moderate,59
2023-07-20,Mongolia,Moderate,55
2023-07-20,Montenegro,Good,47
2023-07-20,Myanmar,Good,41
2023-07-20,Nepal,Moderate,55
2023-07-20,Netherlands,Good,25
2023-07-20,New Caledonia,Moderate,58
2023-07-20,New Zealand,Good,31
2023-07-20,Nigeria,Moderate,70
2023-07-20,Norway,Good,17
2023-07-20,Pakistan,Moderate,79
2023-07-20,Palestinian Territory,Moderate,84
2023-07-20,Peru,Moderate,58
2023-07-20,Philippines,Good,46
2023-07-20,Poland,Moderate,52
2023-07-20,Portugal,Good,22
2023-07-20,Puerto Rico,Good,31
2023-07-20,Qatar,Moderate,74
2023-07-20,Reunion,Good,15
2023-07-20,Romania,Moderate,99
2023-07-20,Russia,Moderate,87
2023-07-20,San Marino,Moderate,76
2023-07-20,Saudi Arabia,Moderate,53
2023-07-20,Senegal,Good,17
2023-07-20,Serbia,Moderate,53
2023-07-20,Singapore,Good,33
2023-07-20,Slovakia,Moderate,51
2023-07-20,Slovenia,Good,32
2023-07-20,South Africa,Unhealthy,168
2023-07-20,South Korea,Unhealthy for Sensitive Groups,150
2023-07-20,Spain,Unhealthy for Sensitive Groups,107
2023-07-20,Sri Lanka,Good,33
2023-07-20,Sweden,Good,21
2023-07-20,Switzerland,Good,24
2023-07-20,Taiwan,Moderate,69
2023-07-20,Tajikistan,Moderate,81
2023-07-20,Thailand,Unhealthy for Sensitive Groups,102
2023-07-20,Togo,Moderate,72
2023-07-20,Trinidad and Tobago,Good,23
2023-07-20,Turkey,Moderate,94
2023-07-20,Uganda,Unhealthy,161
2023-07-20,Ukraine,Moderate,57
2023-07-20,United Arab Emirates,Moderate,99
2023-07-20,United Kingdom of Great Britain and Northern Ireland,Good,38
2023-07-20,United States of America,Moderate,98
2023-07-20,Uzbekistan,Moderate,77
2023-07-20,Vatican,Moderate,63
2023-07-20,Venezuela,Good,5
2023-07-20,Vietnam,Moderate,96
2023-07-20,Zambia,Unhealthy for Sensitive Groups,108
2023-07-27,Albania,Good,14
2023-07-27,Algeria,Good,23
2023-07-27,Andorra,Good,11
2023-07-27,Angola,Unhealthy for Sensitive Groups,145
2023-07-27,Argentina,Good,36
2023-07-27,Armenia,Moderate,54
2023-07-27,Australia,Moderate,56
2023-07-27,Austria,Good,18
2023-07-27,Azerbaijan,Good,44
2023-07-27,Bangladesh,Unhealthy for Sensitive Groups,102
2023-07-27,Belarus,Good,21
2023-07-27,Belgium,Good,20
2023-07-27,Belize,Good,36
2023-07-27,Bermuda,Good,18
2023-07-27,Bolivia,Moderate,90
2023-07-27,Bosnia and Herzegovina,Moderate,60
2023-07-27,Brazil,Unhealthy for Sensitive Groups,148
2023-07-27,Brunei,Good,32
2023-07-27,Bulgaria,Good,27
2023-07-27,Burkina Faso,Unhealthy for Sensitive Groups,133
2023-07-27,Cambodia,Good,4
2023-07-27,Canada,Moderate,92
2023-07-27,Cape Verde,Moderate,54
2023-07-27,Cayman Islands,Good,10
2023-07-27,Chile,Unhealthy,189
2023-07-27,China,Unhealthy for Sensitive Groups,138
2023-07-27,Colombia,Moderate,78
2023-07-27,Costa Rica,Good,6
2023-07-27,Croatia,Good,22
2023-07-27,Cyprus,Moderate,68
2023-07-27,Czech Republic,Good,40
2023-07-27,Denmark,Good,14
2023-07-27,Dominican Republic,Good,21
2023-07-27,Ecuador,Moderate,61
2023-07-27,Egypt,Moderate,54
2023-07-27,El Salvador,Unhealthy for Sensitive Groups,107
2023-07-27,Estonia,Good,14
2023-07-27,Ethiopia,Unhealthy for Sensitive Groups,146
2023-07-27,Finland,Good,31
2023-07-27,France,Good,42
2023-07-27,French Guiana,Good,15
2023-07-27,Gabon,Moderate,96
2023-07-27,Georgia,Good,42
2023-07-27,Germany,Good,43
2023-07-27,Ghana,Moderate,53
2023-07-27,Gibraltar,Good,48
2023-07-27,Greece,Good,50
2023-07-27,Grenada,Good,15
2023-07-27,Guadeloupe,Good,17
2023-07-27,Guam,Good,3
2023-07-27,Guatemala,Moderate,75
2023-07-27,Honduras,Good,35
2023-07-27,Hong Kong,Moderate,62
2023-07-27,Iceland,Good,10
2023-07-27,India,Unhealthy,160
2023-07-27,Indonesia,Unhealthy for Sensitive Groups,120
2023-07-27,Iran,Unhealthy,189
2023-07-27,Ireland,Good,15
2023-07-27,Israel,Moderate,77
2023-07-27,Italy,Moderate,61
2023-07-27,Ivory Coast,Moderate,61
2023-07-27,Japan,Unhealthy for Sensitive Groups,130
2023-07-27,Jersey,Moderate,52
2023-07-27,Jordan,Good,42
2023-07-27,Kazakhstan,Moderate,69
2023-07-27,Kenya,Moderate,94
2023-07-27,Kosovo,Good,24
2023-07-27,Kuwait,Unhealthy for Sensitive Groups,111
2023-07-27,Kyrgyzstan,Good,49
2023-07-27,Laos,Good,41
2023-07-27,Latvia,Good,9
2023-07-27,Lebanon,Unhealthy for Sensitive Groups,104
2023-07-27,Liberia,Good,10
2023-07-27,Liechtenstein,Good,17
2023-07-27,Lithuania,Good,24
2023-07-27,Luxembourg,Good,25
2023-07-27,Macao,Moderate,73
2023-07-27,Macedonia,Good,37
2023-07-27,Madagascar,Moderate,81
2023-07-27,Malaysia,Moderate,78
2023-07-27,Malta,Moderate,51
2023-07-27,Martinique,Good,39
2023-07-27,Mexico,Moderate,81
2023-07-27,Moldova,Good,23
2023-07-27,Monaco,Good,40
2023-07-27,Mongolia,Good,48
2023-07-27,Montenegro,Good,17
2023-07-27,Myanmar,Good,27
2023-07-27,Nepal,Good,49
2023-07-27,Netherlands,Good,22
2023-07-27,New Zealand,Good,38
2023-07-27,Nigeria,Moderate,87
2023-07-27,Norway,Good,22
2023-07-27,Pakistan,Moderate,56
2023-07-27,Palestinian Territory,Moderate,77
2023-07-27,Peru,Moderate,55
2023-07-27,Philippines,Good,39
2023-07-27,Poland,Moderate,57
2023-07-27,Portugal,Good,19
2023-07-27,Puerto Rico,Good,19
2023-07-27,Qatar,Moderate,76
2023-07-27,Reunion,Good,14
2023-07-27,Romania,Moderate,51
2023-07-27,Russia,Moderate,71
2023-07-27,San Marino,Good,41
2023-07-27,Saudi Arabia,Moderate,53
2023-07-27,Senegal,Moderate,61
2023-07-27,Serbia,Good,38
2023-07-27,Singapore,Moderate,57
2023-07-27,Slovakia,Good,25
2023-07-27,Slovenia,Good,21
2023-07-27,South Africa,Unhealthy,164
2023-07-27,South Korea,Unhealthy for Sensitive Groups,102
2023-07-27,Spain,Moderate,70
2023-07-27,Sri Lanka,Good,34
2023-07-27,Sweden,Good,19
2023-07-27,Switzerland,Good,20
2023-07-27,Taiwan,Moderate,71
2023-07-27,Tajikistan,Moderate,98
2023-07-27,Thailand,Moderate,72
2023-07-27,Togo,Moderate,94
2023-07-27,Trinidad and Tobago,Good,39
2023-07-27,Turkey,Unhealthy for Sensitive Groups,115
2023-07-27,Uganda,Unhealthy for Sensitive Groups,141
2023-07-27,Ukraine,Moderate,62
2023-07-27,United Arab Emirates,Moderate,97
2023-07-27,United Kingdom of Great Britain and Northern Ireland,Good,37
2023-07-27,United States of America,Moderate,94
2023-07-27,Uzbekistan,Moderate,64
2023-07-27,Vatican,Moderate,65
2023-07-27,Venezuela,Good,6
2023-07-27,Vietnam,Unhealthy for Sensitive Groups,103
2023-07-27,Zambia,Moderate,100
2023-08-03,Albania,Good,19
2023-08-03,Algeria,Moderate,76
2023-08-03,Andorra,Good,38
2023-08-03,Angola,Unhealthy for Sensitive Groups,109
2023-08-03,Argentina,Good,2
2023-08-03,Armenia,Good,30
2023-08-03,Australia,Good,48
2023-08-03,Austria,Good,42
2023-08-03,Azerbaijan,Good,46
2023-08-03,Bahrain,Unhealthy for Sensitive Groups,129
2023-08-03,Bangladesh,Moderate,97
2023-08-03,Belarus,Good,13
2023-08-03,Belgium,Very Unhealthy,262
2023-08-03,Belize,Good,29
2023-08-03,Bermuda,Good,2
2023-08-03,Bolivia,Moderate,58
2023-08-03,Bosnia and Herzegovina,Moderate,63
2023-08-03,Brazil,Unhealthy,156
2023-08-03,Brunei,Good,12
2023-08-03,Bulgaria,Moderate,90
2023-08-03,Burkina Faso,Moderate,64
2023-08-03,Cambodia,Good,4
2023-08-03,Canada,Unhealthy for Sensitive Groups,102
2023-08-03,Cape Verde,Good,23
2023-08-03,Cayman Islands,Good,14
2023-08-03,Chile,Very Unhealthy,209
2023-08-03,China,Unhealthy for Sensitive Groups,146
2023-08-03,Colombia,Moderate,70
2023-08-03,Costa Rica,Good,4
2023-08-03,Croatia,Good,39
2023-08-03,Cyprus,Moderate,52
2023-08-03,Czech Republic,Good,38
2023-08-03,Denmark,Good,11
2023-08-03,Dominican Republic,Good,15
2023-08-03,Ecuador,Good,41
2023-08-03,El Salvador,Good,18
2023-08-03,Estonia,Good,20
2023-08-03,Ethiopia,Unhealthy for Sensitive Groups,139
2023-08-03,Finland,Good,29
2023-08-03,France,Moderate,62
2023-08-03,French Guiana,Good,19
2023-08-03,Gabon,Unhealthy,152
2023-08-03,Georgia,Good,18
2023-08-03,Germany,Hazardous,500
2023-08-03,Ghana,Good,16
2023-08-03,Gibraltar,Good,35
2023-08-03,Greece,Moderate,86
2023-08-03,Grenada,Good,11
2023-08-03,Guadeloupe,Good,15
2023-08-03,Guatemala,Good,36
2023-08-03,Honduras,Good,7
2023-08-03,Hong Kong,Moderate,55
2023-08-03,Hungary,Good,48
2023-08-03,Iceland,Good,12
2023-08-03,India,Unhealthy,156
2023-08-03,Indonesia,Unhealthy for Sensitive Groups,129
2023-08-03,Iran,Unhealthy for Sensitive Groups,136
2023-08-03,Iraq,Good,34
2023-08-03,Ireland,Good,22
2023-08-03,Israel,Moderate,78
2023-08-03,Italy,Moderate,71
2023-08-03,Ivory Coast,Good,14
2023-08-03,Japan,Unhealthy for Sensitive Groups,101
2023-08-03,Jersey,Good,29
2023-08-03,Jordan,Good,35
2023-08-03,Kazakhstan,Very Unhealthy,204
2023-08-03,Kenya,Moderate,72
2023-08-03,Kosovo,Good,42
2023-08-03,Kuwait,Moderate,57
2023-08-03,Kyrgyzstan,Unhealthy,170
2023-08-03,Laos,Good,40
2023-08-03,Latvia,Good,17
2023-08-03,Lebanon,Good,31
2023-08-03,Liechtenstein,Good,8
2023-08-03,Lithuania,Good,42
2023-08-03,Luxembourg,Good,16
2023-08-03,Macao,Good,46
2023-08-03,Macedonia,Moderate,54
2023-08-03,Madagascar,Good,28
2023-08-03,Malaysia,Moderate,74
2023-08-03,Malta,Good,33
2023-08-03,Martinique,Good,18
2023-08-03,Mexico,Very Unhealthy,202
2023-08-03,Moldova,Good,11
2023-08-03,Monaco,Good,24
2023-08-03,Mongolia,Good,39
2023-08-03,Montenegro,Good,31
2023-08-03,Myanmar,Good,41
2023-08-03,Nepal,Good,50
2023-08-03,Netherlands,Hazardous,419
2023-08-03,New Zealand,Good,39
2023-08-03,Nigeria,Good,41
2023-08-03,Norway,Good,30
2023-08-03,Pakistan,Moderate,86
2023-08-03,Palestinian Territory,Good,25
2023-08-03,Peru,Moderate,94
2023-08-03,Philippines,Good,50
2023-08-03,Poland,Moderate,71
2023-08-03,Portugal,Good,28
2023-08-03,Puerto Rico,Good,6
2023-08-03,Qatar,Good,46
2023-08-03,Reunion,Good,11
2023-08-03,Romania,Unhealthy for Sensitive Groups,104
2023-08-03,Russia,Moderate,79
2023-08-03,San Marino,Good,45
2023-08-03,Serbia,Moderate,66
2023-08-03,Singapore,Good,48
2023-08-03,Slovakia,Good,31
2023-08-03,Slovenia,Good,36
2023-08-03,South Africa,Unhealthy for Sensitive Groups,141
2023-08-03,South Korea,Moderate,86
2023-08-03,Spain,Moderate,74
2023-08-03,Sri Lanka,Good,45
2023-08-03,Sweden,Good,32
2023-08-03,Switzerland,Good,26
2023-08-03,Taiwan,Moderate,65
2023-08-03,Tajikistan,Good,37
2023-08-03,Thailand,Moderate,86
2023-08-03,Togo,Unhealthy for Sensitive Groups,115
2023-08-03,Trinidad and Tobago,Good,17
2023-08-03,Turkey,Moderate,92
2023-08-03,Uganda,Unhealthy for Sensitive Groups,139
2023-08-03,Ukraine,Good,48
2023-08-03,United Arab Emirates,Moderate,53
2023-08-03,United Kingdom of Great Britain and Northern Ireland,Very Unhealthy,274
2023-08-03,United States of America,Hazardous,470
2023-08-03,Uzbekistan,Good,30
2023-08-03,Vatican,Good,47
2023-08-03,Venezuela,Good,8
2023-08-03,Vietnam,Moderate,79
2023-08-03,Zambia,Good,16
2023-08-10,Albania,Good,16
2023-08-10,Algeria,Good,13
2023-08-10,Andorra,Good,14
2023-08-10,Angola,Unhealthy,152
2023-08-10,Argentina,Good,12
2023-08-10,Armenia,Good,31
2023-08-10,Australia,Good,45
2023-08-10,Austria,Good,34
2023-08-10,Azerbaijan,Good,42
2023-08-10,Bahrain,Moderate,91
2023-08-10,Bangladesh,Unhealthy for Sensitive Groups,107
2023-08-10,Belarus,Good,11
2023-08-10,Belgium,Good,50
2023-08-10,Belize,Good,22
2023-08-10,Bermuda,Good,29
2023-08-10,Bolivia,Good,27
2023-08-10,Bosnia and Herzegovina,Good,48
2023-08-10,Brazil,Moderate,95
2023-08-10,Brunei,Good,15
2023-08-10,Bulgaria,Good,37
2023-08-10,Cambodia,Good,1
2023-08-10,Canada,Moderate,100
2023-08-10,Cape Verde,Good,9
2023-08-10,Cayman Islands,Good,10
2023-08-10,Chad,Moderate,63
2023-08-10,Chile,Unhealthy for Sensitive Groups,117
2023-08-10,China,Unhealthy for Sensitive Groups,148
2023-08-10,Colombia,Moderate,93
2023-08-10,Costa Rica,Good,13
2023-08-10,Croatia,Good,25
2023-08-10,Cyprus,Good,44
2023-08-10,Czech Republic,Moderate,65
2023-08-10,Denmark,Good,8
2023-08-10,Dominican Republic,Good,13
2023-08-10,Ecuador,Good,47
2023-08-10,Egypt,Moderate,69
2023-08-10,El Salvador,Good,39
2023-08-10,Estonia,Good,16
2023-08-10,Ethiopia,Unhealthy for Sensitive Groups,142
2023-08-10,Finland,Good,25
2023-08-10,France,Moderate,58
2023-08-10,French Guiana,Good,18
2023-08-10,Gabon,Unhealthy for Sensitive Groups,103
2023-08-10,Georgia,Good,29
2023-08-10,Germany,Unhealthy for Sensitive Groups,101
2023-08-10,Ghana,Good,37
2023-08-10,Gibraltar,Good,48
2023-08-10,Greece,Moderate,54
2023-08-10,Grenada,Good,6
2023-08-10,Guadeloupe,Good,12
2023-08-10,Guatemala,Moderate,64
2023-08-10,Honduras,Good,14
